id,name,description,abstraction,type,labels
CWE-1162,SEI CERT C Coding Standard - Guidelines 08. Memory Management (MEM),,,Category,CWE;Category
CWE-1163,SEI CERT C Coding Standard - Guidelines 09. Input Output (FIO),,,Category,CWE;Category
CWE-1165,SEI CERT C Coding Standard - Guidelines 10. Environment (ENV),,,Category,CWE;Category
CWE-1166,SEI CERT C Coding Standard - Guidelines 11. Signals (SIG),,,Category,CWE;Category
CWE-1167,SEI CERT C Coding Standard - Guidelines 12. Error Handling (ERR),,,Category,CWE;Category
CWE-1168,SEI CERT C Coding Standard - Guidelines 13. Application Programming Interfaces (API),,,Category,CWE;Category
CWE-1169,SEI CERT C Coding Standard - Guidelines 14. Concurrency (CON),,,Category,CWE;Category
CWE-1170,SEI CERT C Coding Standard - Guidelines 48. Miscellaneous (MSC),,,Category,CWE;Category
CWE-1171,SEI CERT C Coding Standard - Guidelines 50. POSIX (POS),,,Category,CWE;Category
CWE-1172,SEI CERT C Coding Standard - Guidelines 51. Microsoft Windows (WIN) ,,,Category,CWE;Category
CWE-1175,SEI CERT Oracle Secure Coding Standard for Java - Guidelines 18. Concurrency (CON),,,Category,CWE;Category
CWE-1179,SEI CERT Perl Coding Standard - Guidelines 01. Input Validation and Data Sanitization (IDS),,,Category,CWE;Category
CWE-1180,SEI CERT Perl Coding Standard - Guidelines 02. Declarations and Initialization (DCL),,,Category,CWE;Category
CWE-1181,SEI CERT Perl Coding Standard - Guidelines 03. Expressions (EXP),,,Category,CWE;Category
CWE-1182,SEI CERT Perl Coding Standard - Guidelines 04. Integers (INT),,,Category,CWE;Category
CWE-1183,SEI CERT Perl Coding Standard - Guidelines 05. Strings (STR),,,Category,CWE;Category
CWE-1184,SEI CERT Perl Coding Standard - Guidelines 06. Object-Oriented Programming (OOP),,,Category,CWE;Category
CWE-1185,SEI CERT Perl Coding Standard - Guidelines 07. File Input and Output (FIO),,,Category,CWE;Category
CWE-1186,SEI CERT Perl Coding Standard - Guidelines 50. Miscellaneous (MSC),,,Category,CWE;Category
CWE-1195,Manufacturing and Life Cycle Management Concerns,,,Category,CWE;Category
CWE-1196,Security Flow Issues,,,Category,CWE;Category
CWE-1197,Integration Issues,,,Category,CWE;Category
CWE-1198,Privilege Separation and Access Control Issues,,,Category,CWE;Category
CWE-1199,General Circuit and Logic Design Concerns,,,Category,CWE;Category
CWE-1201,Core and Compute Issues,,,Category,CWE;Category
CWE-1202,Memory and Storage Issues,,,Category,CWE;Category
CWE-1203,"Peripherals, On-chip Fabric, and Interface/IO Problems",,,Category,CWE;Category
CWE-1205,Security Primitives and Cryptography Issues,,,Category,CWE;Category
CWE-1206,"Power, Clock, Thermal, and Reset Concerns",,,Category,CWE;Category
CWE-1207,Debug and Test Problems,,,Category,CWE;Category
CWE-1208,Cross-Cutting Problems,,,Category,CWE;Category
CWE-1210,Audit / Logging Errors,,,Category,CWE;Category
CWE-1211,Authentication Errors,,,Category,CWE;Category
CWE-1212,Authorization Errors,,,Category,CWE;Category
CWE-1213,Random Number Issues,,,Category,CWE;Category
CWE-1214,Data Integrity Issues,,,Category,CWE;Category
CWE-1215,Data Validation Issues,,,Category,CWE;Category
CWE-1216,Lockout Mechanism Errors,,,Category,CWE;Category
CWE-1217,User Session Errors,,,Category,CWE;Category
CWE-1218,Memory Buffer Errors,,,Category,CWE;Category
CWE-1219,File Handling Issues,,,Category,CWE;Category
CWE-1225,Documentation Issues,,,Category,CWE;Category
CWE-1226,Complexity Issues,,,Category,CWE;Category
CWE-1227,Encapsulation Issues,,,Category,CWE;Category
CWE-1228,API / Function Errors,,,Category,CWE;Category
CWE-1237,SFP Primary Cluster: Faulty Resource Release,,,Category,CWE;Category
CWE-1238,SFP Primary Cluster: Failure to Release Memory,,,Category,CWE;Category
CWE-1306,CISQ Quality Measures - Reliability,,,Category,CWE;Category
CWE-1307,CISQ Quality Measures - Maintainability,,,Category,CWE;Category
CWE-1308,CISQ Quality Measures - Security,,,Category,CWE;Category
CWE-1309,CISQ Quality Measures - Efficiency,,,Category,CWE;Category
CWE-133,String Errors,,,Category,CWE;Category
CWE-1345,OWASP Top Ten 2021 Category A01:2021 - Broken Access Control,,,Category,CWE;Category
CWE-1346,OWASP Top Ten 2021 Category A02:2021 - Cryptographic Failures,,,Category,CWE;Category
CWE-1347,OWASP Top Ten 2021 Category A03:2021 - Injection,,,Category,CWE;Category
CWE-1348,OWASP Top Ten 2021 Category A04:2021 - Insecure Design,,,Category,CWE;Category
CWE-1349,OWASP Top Ten 2021 Category A05:2021 - Security Misconfiguration,,,Category,CWE;Category
CWE-1352,OWASP Top Ten 2021 Category A06:2021 - Vulnerable and Outdated Components,,,Category,CWE;Category
CWE-1353,OWASP Top Ten 2021 Category A07:2021 - Identification and Authentication Failures,,,Category,CWE;Category
CWE-1354,OWASP Top Ten 2021 Category A08:2021 - Software and Data Integrity Failures,,,Category,CWE;Category
CWE-1355,OWASP Top Ten 2021 Category A09:2021 - Security Logging and Monitoring Failures,,,Category,CWE;Category
CWE-1356,OWASP Top Ten 2021 Category A10:2021 - Server-Side Request Forgery (SSRF),,,Category,CWE;Category
CWE-1359,ICS Communications,,,Category,CWE;Category
CWE-136,Type Errors,,,Category,CWE;Category
CWE-1360,ICS Dependencies (& Architecture),,,Category,CWE;Category
CWE-1361,ICS Supply Chain,,,Category,CWE;Category
CWE-1362,ICS Engineering (Constructions/Deployment),,,Category,CWE;Category
CWE-1363,ICS Operations (& Maintenance),,,Category,CWE;Category
CWE-1364,ICS Communications: Zone Boundary Failures,,,Category,CWE;Category
CWE-1365,ICS Communications: Unreliability,,,Category,CWE;Category
CWE-1366,ICS Communications: Frail Security in Protocols,,,Category,CWE;Category
CWE-1367,ICS Dependencies (& Architecture): External Physical Systems,,,Category,CWE;Category
CWE-1368,ICS Dependencies (& Architecture): External Digital Systems,,,Category,CWE;Category
CWE-1369,ICS Supply Chain: IT/OT Convergence/Expansion,,,Category,CWE;Category
CWE-137,Data Neutralization Issues,,,Category,CWE;Category
CWE-1370,ICS Supply Chain: Common Mode Frailties,,,Category,CWE;Category
CWE-1371,ICS Supply Chain: Poorly Documented or Undocumented Features,,,Category,CWE;Category
CWE-1372,ICS Supply Chain: OT Counterfeit and Malicious Corruption,,,Category,CWE;Category
CWE-1373,ICS Engineering (Construction/Deployment): Trust Model Problems,,,Category,CWE;Category
CWE-1374,ICS Engineering (Construction/Deployment): Maker Breaker Blindness,,,Category,CWE;Category
CWE-1375,ICS Engineering (Construction/Deployment): Gaps in Details/Data,,,Category,CWE;Category
CWE-1376,ICS Engineering (Construction/Deployment): Security Gaps in Commissioning,,,Category,CWE;Category
CWE-1377,ICS Engineering (Construction/Deployment): Inherent Predictability in Design,,,Category,CWE;Category
CWE-1378,ICS Operations (& Maintenance): Gaps in obligations and training,,,Category,CWE;Category
CWE-1379,ICS Operations (& Maintenance): Human factors in ICS environments,,,Category,CWE;Category
CWE-1380,ICS Operations (& Maintenance): Post-analysis changes,,,Category,CWE;Category
CWE-1381,ICS Operations (& Maintenance): Exploitable Standard Operational Procedures,,,Category,CWE;Category
CWE-1382,ICS Operations (& Maintenance): Emerging Energy Technologies,,,Category,CWE;Category
CWE-1383,ICS Operations (& Maintenance): Compliance/Conformance with Regulatory Requirements,,,Category,CWE;Category
CWE-1388,Physical Access Issues and Concerns,,,Category,CWE;Category
CWE-139,DEPRECATED: General Special Element Problems,,,Category,CWE;Category
CWE-16,Configuration,,,Category,CWE;Category
CWE-169,DEPRECATED: Technology-Specific Special Elements,,,Category,CWE;Category
CWE-17,DEPRECATED: Code,,,Category,CWE;Category
CWE-171,"DEPRECATED: Cleansing, Canonicalization, and Comparison Errors",,,Category,CWE;Category
CWE-18,DEPRECATED: Source Code,,,Category,CWE;Category
CWE-189,Numeric Errors,,,Category,CWE;Category
CWE-19,Data Processing Errors,,,Category,CWE;Category
CWE-199,Information Management Errors,,,Category,CWE;Category
CWE-2,7PK - Environment,,,Category,CWE;Category
